SKU,Item Class Cd,Item Class Sect Cd,Vendor Nbr,Lead Days,LEAD 1,LEAD 2,Active Vendor,Item Desc,Active Cd,SKU_Supplier,DOP
2847103,28,47,525510,8,3,30,A,SIDING/G'STONE STACK COFFEE,Y,2847103_525510,3/3/2013
2847103,28,47,525515,1,3,2,A,SIDING/G'STONE STACK COFFEE,Y,2847103_525515,12/12/2012
2847104,28,47,525505,7,1,8,A,SIDING/G'STONE STACK BAJA,Y,2847104_525505,3/19/2012
2847104,28,47,525510,8,3,30,A,SIDING/G'STONE STACK BAJA,Y,2847104_525510,3/19/2012
2847104,28,47,525515,1,3,2,A,SIDING/G'STONE STACK BAJA,Y,2847104_525515,3/3/2013
2847105,28,47,525505,7,1,8,A,SIDING/G'STONE STACK IRON ORE,Y,2847105_525505,12/12/2012
2847105,28,47,525510,8,3,30,A,SIDING/G'STONE STACK IRON ORE,Y,2847105_525510,3/19/2012
2847105,28,47,525515,1,3,2,A,SIDING/G'STONE STACK IRON ORE,Y,2847105_525515,3/3/2013
2847106,28,47,525505,7,1,8,A,SIDING/G'STONE STACK KEYSTONE,Y,2847106_525505,12/12/2012
2847106,28,47,525510,8,3,30,A,SIDING/G'STONE STACK KEYSTONE,Y,2847106_525510,3/19/2012
2847106,28,47,525515,1,3,2,A,SIDING/G'STONE STACK KEYSTONE,Y,2847106_525515,3/3/2013
2847107,28,47,525505,7,1,8,A,SIDING/G'STONE STACK SUMMIT,Y,2847107_525505,12/12/2012
2847107,28,47,525510,8,3,30,A,SIDING/G'STONE STACK SUMMIT,Y,2847107_525510,3/19/2012
2847107,28,47,525515,1,3,2,A,SIDING/G'STONE STACK SUMMIT,Y,2847107_525515,3/3/2013
2847108,28,47,525505,7,1,8,A,PANEL/G'STONE RT CORN STRATFOR,Y,2847108_525505,12/12/2012
2847108,28,47,525510,8,3,30,A,PANEL/G'STONE RT CORN STRATFOR,Y,2847108_525510,3/19/2012
2847108,28,47,525515,1,3,2,A,PANEL/G'STONE RT CORN STRATFOR,Y,2847108_525515,3/3/2013
2847109,28,47,525505,7,1,8,A,PANEL/G'STONE RT CORN MOJAVE,Y,2847109_525505,12/12/2012
2847109,28,47,525510,8,3,30,A,PANEL/G'STONE RT CORN MOJAVE,Y,2847109_525510,3/19/2012
2847109,28,47,525515,1,3,2,A,PANEL/G'STONE RT CORN MOJAVE,Y,2847109_525515,3/3/2013
2847110,28,47,525505,7,1,8,A,PANEL/G'STONE RT CORN CORONODO,Y,2847110_525505,12/12/2012
2847110,28,47,525510,8,3,30,A,PANEL/G'STONE RT CORN CORONODO,Y,2847110_525510,3/19/2012
2847110,28,47,525515,1,3,2,A,PANEL/G'STONE RT CORN CORONODO,Y,2847110_525515,3/19/2012
2847111,28,47,525505,7,1,8,A,PANEL/G'STONE RT CORN COFFEE,Y,2847111_525505,3/3/2013
2847111,28,47,525510,8,3,30,A,PANEL/G'STONE RT CORN COFFEE,Y,2847111_525510,12/12/2012
2847111,28,47,525515,1,3,2,A,PANEL/G'STONE RT CORN COFFEE,Y,2847111_525515,3/19/2012
2847112,28,47,525505,7,1,8,A,PANEL/G'STONE RT CORN BAJA,Y,2847112_525505,3/3/2013
2847112,28,47,525510,8,3,30,A,PANEL/G'STONE RT CORN BAJA,Y,2847112_525510,12/12/2012
2847112,28,47,525515,1,3,2,A,PANEL/G'STONE RT CORN BAJA,Y,2847112_525515,3/19/2012
2847113,28,47,525505,7,1,8,A,PANEL/G'STONE RT CORN IRON ORE,Y,2847113_525505,3/3/2013
2847113,28,47,525510,8,3,30,A,PANEL/G'STONE RT CORN IRON ORE,Y,2847113_525510,12/12/2012
2847113,28,47,525515,1,3,2,A,PANEL/G'STONE RT CORN IRON ORE,Y,2847113_525515,3/19/2012
2847114,28,47,525505,7,1,8,A,PANEL/G'STONE RT CORN KEYSTONE,Y,2847114_525505,3/3/2013
2847114,28,47,525510,8,3,30,A,PANEL/G'STONE RT CORN KEYSTONE,Y,2847114_525510,12/12/2012
2847114,28,47,525515,1,3,2,A,PANEL/G'STONE RT CORN KEYSTONE,Y,2847114_525515,3/19/2012
2847115,28,47,525505,7,1,8,A,PANEL/G'STONE RT CORN SUMMIT,Y,2847115_525505,3/3/2013
2847115,28,47,525510,8,3,30,A,PANEL/G'STONE RT CORN SUMMIT,Y,2847115_525510,12/12/2012
2847115,28,47,525515,1,3,2,A,PANEL/G'STONE RT CORN SUMMIT,Y,2847115_525515,3/19/2012
2847116,28,47,525505,7,1,8,A,PANEL/G'STONE LF CORN STRATFOR,Y,2847116_525505,3/3/2013
2847116,28,47,525510,8,3,30,A,PANEL/G'STONE LF CORN STRATFOR,Y,2847116_525510,12/12/2012
2847116,28,47,525515,1,3,2,A,PANEL/G'STONE LF CORN STRATFOR,Y,2847116_525515,3/19/2012
2847117,28,47,525505,7,1,8,A,PANEL/G'STONE LF CORN MOJAVE,Y,2847117_525505,3/19/2012
2847117,28,47,525510,8,3,30,A,PANEL/G'STONE LF CORN MOJAVE,Y,2847117_525510,3/3/2013
2847117,28,47,525515,1,3,2,A,PANEL/G'STONE LF CORN MOJAVE,Y,2847117_525515,12/12/2012
2847118,28,47,525505,7,1,8,A,PANEL/G'STONE LF CORN CORONODO,Y,2847118_525505,3/19/2012
2847118,28,47,525510,8,3,30,A,PANEL/G'STONE LF CORN CORONODO,Y,2847118_525510,3/3/2013
2847118,28,47,525515,1,3,2,A,PANEL/G'STONE LF CORN CORONODO,Y,2847118_525515,12/12/2012
2847119,28,47,525505,7,1,8,A,PANEL/G'STONE LF CORN COFFEE,Y,2847119_525505,3/19/2012
2847119,28,47,525510,8,3,30,A,PANEL/G'STONE LF CORN COFFEE,Y,2847119_525510,3/3/2013
2847119,28,47,525515,1,3,2,A,PANEL/G'STONE LF CORN COFFEE,Y,2847119_525515,12/12/2012
2847120,28,47,525505,7,1,8,A,PANEL/G'STONE LF CORN BAJA,Y,2847120_525505,3/19/2012
2847120,28,47,525510,8,3,30,A,PANEL/G'STONE LF CORN BAJA,Y,2847120_525510,3/3/2013
2847120,28,47,525515,1,3,2,A,PANEL/G'STONE LF CORN BAJA,Y,2847120_525515,12/12/2012
2847121,28,47,525505,7,1,8,A,PANEL/G'STONE LF CORN IRON ORE,Y,2847121_525505,3/19/2012
2847121,28,47,525510,8,3,30,A,PANEL/G'STONE LF CORN IRON ORE,Y,2847121_525510,3/3/2013
2847121,28,47,525515,1,3,2,A,PANEL/G'STONE LF CORN IRON ORE,Y,2847121_525515,12/12/2012
2847122,28,47,525505,7,1,8,A,PANEL/G'STEON LF CORN KEYSTONE,Y,2847122_525505,3/19/2012
2847122,28,47,525510,8,3,30,A,PANEL/G'STEON LF CORN KEYSTONE,Y,2847122_525510,3/3/2013
2847122,28,47,525515,1,3,2,A,PANEL/G'STEON LF CORN KEYSTONE,Y,2847122_525515,12/12/2012
2847123,28,47,525505,7,1,8,A,PANEL/G'STONE LF CORN SUMMIT,Y,2847123_525505,3/19/2012
2847123,28,47,525510,8,3,30,A,PANEL/G'STONE LF CORN SUMMIT,Y,2847123_525510,3/19/2012
2847123,28,47,525515,1,3,2,A,PANEL/G'STONE LF CORN SUMMIT,Y,2847123_525515,3/3/2013
2847124,28,47,525505,7,1,8,A,CORNER/G'STONE STACK STRATFORD,Y,2847124_525505,12/12/2012
2847124,28,47,525510,8,3,30,A,CORNER/G'STONE STACK STRATFORD,Y,2847124_525510,3/19/2012
2847124,28,47,525515,1,3,2,A,CORNER/G'STONE STACK STRATFORD,Y,2847124_525515,3/3/2013
2847125,28,47,525505,7,1,8,A,CORNER/G'STONE STACK MOJAVE,Y,2847125_525505,12/12/2012
2847125,28,47,525510,8,3,30,A,CORNER/G'STONE STACK MOJAVE,Y,2847125_525510,3/19/2012
2847125,28,47,525515,1,3,2,A,CORNER/G'STONE STACK MOJAVE,Y,2847125_525515,3/3/2013
2847126,28,47,525505,7,1,8,A,CORNER/G'STONE STACK CORONODO,Y,2847126_525505,12/12/2012
2847126,28,47,525510,8,3,30,A,CORNER/G'STONE STACK CORONODO,Y,2847126_525510,3/19/2012
2847126,28,47,525515,1,3,2,A,CORNER/G'STONE STACK CORONODO,Y,2847126_525515,3/3/2013
2847127,28,47,525505,7,1,8,A,CORNER/G'STONE STACK COFFEE,Y,2847127_525505,12/12/2012
2847127,28,47,525510,8,3,30,A,CORNER/G'STONE STACK COFFEE,Y,2847127_525510,3/19/2012
2847127,28,47,525515,1,3,2,A,CORNER/G'STONE STACK COFFEE,Y,2847127_525515,3/3/2013
2847128,28,47,525505,7,1,8,A,CORNER/G'STONE STACK BAJA,Y,2847128_525505,12/12/2012
2847128,28,47,525510,8,3,30,A,CORNER/G'STONE STACK BAJA,Y,2847128_525510,3/19/2012
2847128,28,47,525515,1,3,2,A,CORNER/G'STONE STACK BAJA,Y,2847128_525515,3/3/2013
2847129,28,47,525505,7,1,8,A,CORNER/G'STONE STACK IRON ORE,Y,2847129_525505,12/12/2012
2847129,28,47,525510,8,3,30,A,CORNER/G'STONE STACK IRON ORE,Y,2847129_525510,3/19/2012
2847129,28,47,525515,1,3,2,A,CORNER/G'STONE STACK IRON ORE,Y,2847129_525515,3/19/2012
2847130,28,47,525505,7,1,8,A,CORNER/G'STONE STACK KEYSTONE,Y,2847130_525505,3/3/2013
2847130,28,47,525510,8,3,30,A,CORNER/G'STONE STACK KEYSTONE,Y,2847130_525510,12/12/2012
2847130,28,47,525515,1,3,2,A,CORNER/G'STONE STACK KEYSTONE,Y,2847130_525515,3/19/2012
2847131,28,47,525505,7,1,8,A,CORNER/G'STONE STACK SUMMIT,Y,2847131_525505,3/3/2013
2847131,28,47,525510,8,3,30,A,CORNER/G'STONE STACK SUMMIT,Y,2847131_525510,12/12/2012
2847131,28,47,525515,1,3,2,A,CORNER/G'STONE STACK SUMMIT,Y,2847131_525515,3/19/2012
2847132,28,47,525505,7,1,8,A,LEDGER/G'STONE STACK STRATFORD,Y,2847132_525505,3/3/2013
2847132,28,47,525510,8,3,30,A,LEDGER/G'STONE STACK STRATFORD,Y,2847132_525510,12/12/2012
2847132,28,47,525515,1,3,2,A,LEDGER/G'STONE STACK STRATFORD,Y,2847132_525515,3/19/2012
2847133,28,47,525505,7,1,8,A,LEDGER/G'STONE STACK MOJAVE,Y,2847133_525505,3/3/2013
2847133,28,47,525510,8,3,30,A,LEDGER/G'STONE STACK MOJAVE,Y,2847133_525510,12/12/2012
2847133,28,47,525515,1,3,2,A,LEDGER/G'STONE STACK MOJAVE,Y,2847133_525515,3/19/2012
2847134,28,47,525505,7,1,8,A,LEDGER/G'STONE STACK CORONODO,Y,2847134_525505,3/3/2013
2847134,28,47,525510,8,3,30,A,LEDGER/G'STONE STACK CORONODO,Y,2847134_525510,12/12/2012
2847134,28,47,525515,1,3,2,A,LEDGER/G'STONE STACK CORONODO,Y,2847134_525515,3/19/2012
2847135,28,47,525505,7,1,8,A,LEDGER/G'STONE STACK COFFEE,Y,2847135_525505,3/3/2013
2847135,28,47,525510,8,3,30,A,LEDGER/G'STONE STACK COFFEE,Y,2847135_525510,12/12/2012
2847135,28,47,525515,1,3,2,A,LEDGER/G'STONE STACK COFFEE,Y,2847135_525515,3/19/2012
2847136,28,47,525505,7,1,8,A,LEDGER/G'STONE STACK BAJA,Y,2847136_525505,3/19/2012
2847136,28,47,525510,8,3,30,A,LEDGER/G'STONE STACK BAJA,Y,2847136_525510,3/3/2013
2847136,28,47,525515,1,3,2,A,LEDGER/G'STONE STACK BAJA,Y,2847136_525515,12/12/2012
2847137,28,47,525505,7,1,8,A,LEDGER/G'STONE STACK IRON ORE,Y,2847137_525505,3/19/2012
2847137,28,47,525510,8,3,30,A,LEDGER/G'STONE STACK IRON ORE,Y,2847137_525510,3/3/2013
2847137,28,47,525515,1,3,2,A,LEDGER/G'STONE STACK IRON ORE,Y,2847137_525515,12/12/2012
2847138,28,47,525505,7,1,8,A,LEDGER/G'STONE STACK KEYSTONE,Y,2847138_525505,3/19/2012
2847138,28,47,525510,8,3,30,A,LEDGER/G'STONE STACK KEYSTONE,Y,2847138_525510,3/3/2013
2847138,28,47,525515,1,3,2,A,LEDGER/G'STONE STACK KEYSTONE,Y,2847138_525515,12/12/2012
2847139,28,47,525505,7,1,8,A,LEDGER/G'STONE STACK SUMMIT,Y,2847139_525505,3/19/2012
2847139,28,47,525515,1,3,2,A,LEDGER/G'STONE STACK SUMMIT,Y,2847139_525515,3/3/2013
2847140,28,47,525505,7,1,8,A,TRIM/G'STONE STACK STRATFORD,Y,2847140_525505,12/12/2012
2847140,28,47,525510,8,3,30,A,TRIM/G'STONE STACK STRATFORD,Y,2847140_525510,3/19/2012
2847140,28,47,525515,1,3,2,A,TRIM/G'STONE STACK STRATFORD,Y,2847140_525515,3/3/2013
2847141,28,47,525505,7,1,8,A,TRIM/G'STONE STACK MOJAVE,Y,2847141_525505,12/12/2012
2847141,28,47,525510,8,3,30,A,TRIM/G'STONE STACK MOJAVE,Y,2847141_525510,3/19/2012
2847141,28,47,525515,1,3,2,A,TRIM/G'STONE STACK MOJAVE,Y,2847141_525515,3/3/2013
2847142,28,47,525505,7,1,8,A,TRIM/G'STONE STACK CORONODO,Y,2847142_525505,12/12/2012
2847142,28,47,525510,8,3,30,A,TRIM/G'STONE STACK CORONODO,Y,2847142_525510,3/19/2012
2847142,28,47,525515,1,3,2,A,TRIM/G'STONE STACK CORONODO,Y,2847142_525515,3/19/2012
2847143,28,47,525505,7,1,8,A,TRIM/G'STONE STACK COFFEE,Y,2847143_525505,3/3/2013
2847143,28,47,525510,8,3,30,A,TRIM/G'STONE STACK COFFEE,Y,2847143_525510,12/12/2012
2847143,28,47,525515,1,3,2,A,TRIM/G'STONE STACK COFFEE,Y,2847143_525515,3/19/2012
2847144,28,47,525505,7,1,8,A,TRIM/G'STONE STACK BAJA,Y,2847144_525505,3/3/2013
2847144,28,47,525510,8,3,30,A,TRIM/G'STONE STACK BAJA,Y,2847144_525510,12/12/2012
2847144,28,47,525515,1,3,2,A,TRIM/G'STONE STACK BAJA,Y,2847144_525515,3/19/2012
2847145,28,47,525505,7,1,8,A,TRIM/G'STONE STACK IRON ORE,Y,2847145_525505,3/3/2013
2847145,28,47,525510,8,3,30,A,TRIM/G'STONE STACK IRON ORE,Y,2847145_525510,12/12/2012
2847145,28,47,525515,1,3,2,A,TRIM/G'STONE STACK IRON ORE,Y,2847145_525515,3/19/2012
2847146,28,47,525505,7,1,8,A,TRIM/G'STONE STACK KEYSTONE,Y,2847146_525505,3/3/2013
2847146,28,47,525510,8,3,30,A,TRIM/G'STONE STACK KEYSTONE,Y,2847146_525510,12/12/2012
2847146,28,47,525515,1,3,2,A,TRIM/G'STONE STACK KEYSTONE,Y,2847146_525515,3/19/2012
2847147,28,47,525505,7,1,8,A,TRIM/G'STONE STACK SUMMIT,Y,2847147_525505,3/3/2013
2847147,28,47,525510,8,3,30,A,TRIM/G'STONE STACK SUMMIT,Y,2847147_525510,12/12/2012
2847147,28,47,525515,1,3,2,A,TRIM/G'STONE STACK SUMMIT,Y,2847147_525515,3/19/2012
2847148,28,47,525505,7,1,8,A,PAINT/KIT G'STONE STRATFORD,Y,2847148_525505,3/3/2013
2847148,28,47,525510,8,3,30,A,PAINT/KIT G'STONE STRATFORD,Y,2847148_525510,12/12/2012
2847148,28,47,525515,1,3,2,A,PAINT/KIT G'STONE STRATFORD,Y,2847148_525515,3/19/2012
2847149,28,47,525505,7,1,8,A,PAINT/KIT G'STONE MOJAVE,Y,2847149_525505,3/19/2012
2847149,28,47,525510,8,3,30,A,PAINT/KIT G'STONE MOJAVE,Y,2847149_525510,3/3/2013
2847149,28,47,525515,1,3,2,A,PAINT/KIT G'STONE MOJAVE,Y,2847149_525515,12/12/2012
2847150,28,47,525505,7,1,8,A,PAINT/KIT G'STONE CORONODO,Y,2847150_525505,3/19/2012
2847150,28,47,525510,8,3,30,A,PAINT/KIT G'STONE CORONODO,Y,2847150_525510,3/3/2013
2847150,28,47,525515,1,3,2,A,PAINT/KIT G'STONE CORONODO,Y,2847150_525515,12/12/2012
2847151,28,47,525505,7,1,8,A,PAINT/KIT G'STONE COFFEE,Y,2847151_525505,3/19/2012
2847151,28,47,525510,8,3,30,A,PAINT/KIT G'STONE COFFEE,Y,2847151_525510,3/3/2013
2847151,28,47,525515,1,3,2,A,PAINT/KIT G'STONE COFFEE,Y,2847151_525515,12/12/2012
2847152,28,47,525505,7,1,8,A,PAINT/KIT G'STONE BAJA,Y,2847152_525505,3/19/2012
2847152,28,47,525510,8,3,30,A,PAINT/KIT G'STONE BAJA,Y,2847152_525510,3/3/2013
2847152,28,47,525515,1,3,2,A,PAINT/KIT G'STONE BAJA,Y,2847152_525515,12/12/2012
2847153,28,47,525505,7,1,8,A,PAINT/KIT G'STONE IRON ORE,Y,2847153_525505,3/19/2012
2847153,28,47,525510,8,3,30,A,PAINT/KIT G'STONE IRON ORE,Y,2847153_525510,3/3/2013
2847153,28,47,525515,1,3,2,A,PAINT/KIT G'STONE IRON ORE,Y,2847153_525515,12/12/2012
2847154,28,47,525505,7,1,8,A,PAINT/KIT G'STONE KEYSTONE,Y,2847154_525505,3/19/2012
2847154,28,47,525510,8,3,30,A,PAINT/KIT G'STONE KEYSTONE,Y,2847154_525510,3/3/2013
2847154,28,47,525515,1,3,2,A,PAINT/KIT G'STONE KEYSTONE,Y,2847154_525515,12/12/2012
2847155,28,47,525505,7,1,8,A,PAINT/KIT G'STONE SUMMIT,Y,2847155_525505,3/19/2012
2847155,28,47,525510,8,3,30,A,PAINT/KIT G'STONE SUMMIT,Y,2847155_525510,3/19/2012
2847155,28,47,525515,1,3,2,A,PAINT/KIT G'STONE SUMMIT,Y,2847155_525515,3/3/2013
2847156,28,47,525505,7,1,8,A,CAULK/G'STONE CORONODO,Y,2847156_525505,12/12/2012
2847156,28,47,525510,8,3,30,A,CAULK/G'STONE CORONODO,Y,2847156_525510,3/19/2012
2847156,28,47,525515,1,3,2,A,CAULK/G'STONE CORONODO,Y,2847156_525515,3/3/2013
2847157,28,47,525505,7,1,8,A,CAULK/G'STONE #271 RED,Y,2847157_525505,12/12/2012
2847157,28,47,525510,8,3,30,A,CAULK/G'STONE #271 RED,Y,2847157_525510,3/19/2012
2847157,28,47,525515,1,3,2,A,CAULK/G'STONE #271 RED,Y,2847157_525515,3/3/2013
2847158,28,47,525505,7,1,8,A,CAULK/G'STONE #487 TAN,Y,2847158_525505,12/12/2012
2847158,28,47,525510,8,3,30,A,CAULK/G'STONE #487 TAN,Y,2847158_525510,3/19/2012
2847158,28,47,525515,1,3,2,A,CAULK/G'STONE #487 TAN,Y,2847158_525515,3/3/2013
2847159,28,47,525505,7,1,8,A,CAULK/G'STONE TOASTY GREY,Y,2847159_525505,12/12/2012
2847159,28,47,525510,8,3,30,A,CAULK/G'STONE TOASTY GREY,Y,2847159_525510,3/19/2012
2847159,28,47,525515,1,3,2,A,CAULK/G'STONE TOASTY GREY,Y,2847159_525515,3/3/2013
2847160,28,47,525505,7,1,8,A,CAULK/G'STONE #553 KEYSTONE,Y,2847160_525505,12/12/2012
2847160,28,47,525510,8,3,30,A,CAULK/G'STONE #553 KEYSTONE,Y,2847160_525510,3/19/2012
2847160,28,47,525515,1,3,2,A,CAULK/G'STONE #553 KEYSTONE,Y,2847160_525515,3/3/2013
2847161,28,47,525505,7,1,8,A,CAULK/G'STONE BAJA,Y,2847161_525505,12/12/2012
2847161,28,47,525510,8,3,30,A,CAULK/G'STONE BAJA,Y,2847161_525510,3/19/2012
2847161,28,47,525515,1,3,2,A,CAULK/G'STONE BAJA,Y,2847161_525515,3/19/2012
2847162,28,47,525505,7,1,8,A,CAULK/G'STONE MOJAVE,Y,2847162_525505,3/3/2013
2847162,28,47,525510,8,3,30,A,CAULK/G'STONE MOJAVE,Y,2847162_525510,12/12/2012
2847162,28,47,525515,1,3,2,A,CAULK/G'STONE MOJAVE,Y,2847162_525515,3/19/2012
2880002,28,80,89325,14,17,17,A,TRIM/PVC/5/4X10X18',Y,2880002_89325,3/3/2013
2880003,28,80,89325,14,17,17,A,CORTEX SCREW W/PLUG TRADITION,Y,2880003_89325,12/12/2012
2880004,28,80,89325,14,17,17,A,CORTEX SCREW W/PLUG FRONTIER,Y,2880004_89325,3/19/2012
2880005,28,80,89325,14,17,17,A,TRIM/PVC 1X4X18,Y,2880005_89325,3/3/2013
2880006,28,80,89325,14,17,17,A,CEMENT/PVC TRIMTIGHT  8OZ,Y,2880006_89325,12/12/2012
2880007,28,80,525505,7,1,8,A,HEADER/VINYL 48X6 WHT,Y,2880007_525505,3/19/2012
2880007,28,80,525510,8,3,30,A,HEADER/VINYL 48X6 WHT,Y,2880007_525510,3/3/2013
2880007,28,80,525515,1,3,2,A,HEADER/VINYL 48X6 WHT,Y,2880007_525515,12/12/2012
2880009,28,80,525505,7,1,8,A,HEADER/VINYL 71X6 WHT,Y,2880009_525505,3/19/2012
2880009,28,80,525510,8,3,30,A,HEADER/VINYL 71X6 WHT,Y,2880009_525510,3/3/2013
2880009,28,80,525515,1,3,2,A,HEADER/VINYL 71X6 WHT,Y,2880009_525515,12/12/2012
2880010,28,80,89325,14,17,17,A,TRIM/PVC 1X5X18,Y,2880010_89325,3/19/2012
2880011,28,80,525505,7,1,8,A,"HEADER/VINYL 88""X6"" WHT",Y,2880011_525505,3/3/2013
2880011,28,80,525510,8,3,30,A,"HEADER/VINYL 88""X6"" WHT",Y,2880011_525510,12/12/2012
2880011,28,80,525515,1,3,2,A,"HEADER/VINYL 88""X6"" WHT",Y,2880011_525515,3/19/2012
2880012,28,80,525505,7,1,8,A,KIT/PILASTER VINYL WHT,Y,2880012_525505,3/19/2012
2880012,28,80,525510,8,3,30,A,KIT/PILASTER VINYL WHT,Y,2880012_525510,3/3/2013
2880012,28,80,525515,1,3,2,A,KIT/PILASTER VINYL WHT,Y,2880012_525515,12/12/2012
2880013,28,80,89325,14,17,17,A,"PVC/SMOOTH PANEL 1/2"" X 4'X8'",Y,2880013_89325,3/19/2012
2880014,28,80,51505,3,1,3,A,5/4X4X12' VINYL TRIMBOARD,Y,2880014_51505,3/3/2013
2880015,28,80,89325,14,17,17,A,TRIM/PVC 1X6X18,Y,2880015_89325,12/12/2012
2880016,28,80,51505,3,1,3,A,5/4 X 6 TRIMBOARD BONCOR,Y,2880016_51505,3/19/2012
2880020,28,80,89325,14,17,17,A,TRIM/PVC 1X8X18,Y,2880020_89325,3/3/2013
2880025,28,80,89325,14,17,17,A,TRIM/PVC 1X10X18,Y,2880025_89325,12/12/2012
2880030,28,80,89325,14,17,17,A,TRIM/PVC 1X12X18,Y,2880030_89325,3/19/2012
2880035,28,80,89325,14,17,17,A,"TRIM/PVC 5/4""X4""X18'",Y,2880035_89325,3/3/2013
2880040,28,80,89325,14,17,17,A,"TRIM/PVC 5/4""X5""X18'",Y,2880040_89325,12/12/2012
2880045,28,80,89325,14,17,17,A,"TRIM/PVC 5/4""X6""X18'",Y,2880045_89325,3/19/2012
2880050,28,80,89325,14,17,17,A,"TRIM/PVC 5/4""X8""X18'",Y,2880050_89325,3/3/2013
2880060,28,80,89325,14,17,17,A,CORNER/PVC/5/4X4X20,Y,2880060_89325,12/12/2012
2880065,28,80,89325,14,17,17,A,CORNER/PVC 1PCE. 5/4X6X6X10,Y,2880065_89325,3/19/2012
2880070,28,80,89325,14,17,17,A,CORNER/PVC 1PCE. 5/4X6X6X20,Y,2880070_89325,3/3/2013
2880075,28,80,89325,14,17,17,A,"PVC/BEADBOARD/1/2""X5-1/2""X18'",Y,2880075_89325,12/12/2012
2880080,28,80,89325,14,17,17,A,PVC/SMOOTH PANEL 3/4X4'X8',Y,2880080_89325,3/19/2012
2880090,28,80,89325,14,17,17,A,"MLDG/4""CROWN 9/16""X3-5/8""X16'",Y,2880090_89325,3/19/2012
2880090,28,80,655253,3,1,2,A,"MLDG/4""CROWN 9/16""X3-5/8""X16'",Y,2880090_655253,3/3/2013
2880095,28,80,89325,14,17,17,A,"MLDG/5""CROWN11/16""X4-5/8""X16'",Y,2880095_89325,12/12/2012
2880095,28,80,655253,3,1,2,A,"MLDG/5""CROWN11/16""X4-5/8""X16'",Y,2880095_655253,3/19/2012
2880100,28,80,89325,14,17,17,A,"MLDG/6""CROWN 11/16""X5-1/4""X16'",Y,2880100_89325,3/3/2013
2880100,28,80,655253,3,1,2,A,"MLDG/6""CROWN 11/16""X5-1/4""X16'",Y,2880100_655253,12/12/2012
2880105,28,80,89325,14,17,17,A,"RAMS/CROWN 1 13/32""X2-1/16X16'",Y,2880105_89325,3/19/2012
2880105,28,80,655253,3,1,2,A,"RAMS/CROWN 1 13/32""X2-1/16X16'",Y,2880105_655253,3/3/2013
2880110,28,80,89325,14,17,17,A,"QTRRND/3/4""X3/4""X16'",Y,2880110_89325,12/12/2012
2880115,28,80,89325,14,17,17,A,"B.MOULD/J-CHAN 1-1/4""X2""X17'",Y,2880115_89325,3/19/2012
2880120,28,80,89325,14,17,17,A,"BACKBND/1-11/32""X1-3/16""X16'",Y,2880120_89325,3/3/2013
2880120,28,80,655253,3,1,2,A,"BACKBND/1-11/32""X1-3/16""X16'",Y,2880120_655253,12/12/2012
2880125,28,80,89325,14,17,17,A,"MLDG/AZEK RAKE 1-1/16""X2""X16'",Y,2880125_89325,3/19/2012
2880125,28,80,655253,3,1,2,A,"MLDG/AZEK RAKE 1-1/16""X2""X16'",Y,2880125_655253,3/3/2013
2880130,28,80,89325,14,17,17,A,"DRIPCAP/11/16""X1-5/8""X16'",Y,2880130_89325,12/12/2012
2880135,28,80,89325,14,17,17,A,"HISTSILL/1-3/4""X2-1/32""X16'",Y,2880135_89325,3/19/2012
2880135,28,80,655253,3,1,2,A,"HISTSILL/1-3/4""X2-1/32""X16'",Y,2880135_655253,3/3/2013
2880150,28,80,89325,14,17,17,A,"PVC/PANEL WOOD/SM.1/2""X4'X8'",Y,2880150_89325,12/12/2012
2880160,28,80,89325,14,17,17,A,TRIMSTICK 2 OZ,Y,2880160_89325,3/19/2012
2880165,28,80,89325,14,17,17,A,APPLICATOR GUN 1.6 OZ,Y,2880165_89325,3/19/2012
2880170,28,80,89325,14,17,17,A,PVC ADHESIVE 1.6 OZ,Y,2880170_89325,3/3/2013
2880175,28,80,89325,14,17,17,A,NOZZLES 1.6 OZ (10 PACK),Y,2880175_89325,12/12/2012
2880180,28,80,89325,14,17,17,A,CAULKING GUN ADAPTOR 1.6 OZ,Y,2880180_89325,3/19/2012
2880185,28,80,89325,14,17,17,A,ADHESIVE STARTER KIT 1.6 OZ,Y,2880185_89325,3/3/2013
2880200,28,80,295636,1,47,34,A,"##TRIM/PVC 5/4""X4""X12'",Y,2880200_295636,12/12/2012
2880200,28,80,998946,0,0,0,A,"##TRIM/PVC 5/4""X4""X12'",Y,2880200_998946,3/19/2012
2880205,28,80,295636,1,47,34,A,"##TRIM/PVC 5/4""X6""X12'",Y,2880205_295636,3/3/2013
2880205,28,80,998946,0,0,0,A,"##TRIM/PVC 5/4""X6""X12'",Y,2880205_998946,12/12/2012
2890000,28,90,525505,7,1,8,A,SIDING/SENT.PRE.D4.5D/L-V.GOLT,Y,2890000_525505,3/19/2012
2890000,28,90,525510,8,3,30,A,SIDING/SENT.PRE.D4.5D/L-V.GOLT,Y,2890000_525510,3/3/2013
2890000,28,90,525515,1,3,2,A,SIDING/SENT.PRE.D4.5D/L-V.GOLT,Y,2890000_525515,12/12/2012
2890001,28,90,525505,7,1,8,A,TRIM/FINISH PREM. V.GOLD,Y,2890001_525505,3/19/2012
2890001,28,90,525510,8,3,30,A,TRIM/FINISH PREM. V.GOLD,Y,2890001_525510,3/3/2013
